Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
476563,B003ZXCA2U,A29H9G1IQADWOS,missing*john*candy,10,10,2,1292889600,don't taste as good as those from the grocery store,"I'm used to buying 12 poptarts for $2.89 in my area (Tennessee) so I thought 36 for $6.70 from Amazon was a slightly better deal with the prime free shipping. Well, it would have been if the poptarts tasted fresh and as good as they do when I buy them from the grocery store. They're not packaged in tinfoil like they are at my grocery store, they just don't taste the same. They'll do and I'll eat them, but I won't be buying them from amazon again, especially since the price has increased to $18 at this writing!"
402767,B000EQX6HO,ASYVOZ7GO4RIS,A Cat and a Book,0,0,4,1349740800,Good potato chip alternative,"I had some of these Terra chips for the first time a few weeks ago and was honestly surprised by how good they were! I have since tried the Original, Mediterranean, and Sweets and Beets flavors. I liked them all, so I'm looking forward to trying even more of the flavors in the future. There are a variety of root vegetable chips in each bag (varies based on what flavor you buy). I like all the veggie chips I've had, though some are harder than others. Terra chips have a great texture--crunchy like regular potato chips rather than soft and chewy like most dried fruits/veggies. This makes them a great alternative to chips with more nutritional value. I really like them and enjoy having them for a snack now and then. I like the Mediterranean flavor best out of the ones I've tried so far, but they are all really good."
294645,B000FAPM2Q,A3GDI2QALBHK4J,NYC Babe,20,20,5,1172188800,Look no further: the perfect broth!,"You've just located the most healthy, tasty and useful vegetarian broth manufactured today! As a long time user, I can tell you that Amazon offers the best possible price for this item.  I use it for everything:<br /><br />a flavoring for plain rice, as a broth for stir frying (instead of oil), as a base for complicated stews and soups.  If you find it a bit too salty, just add more water.  It has no mysterious chemical additives. It is perfect for heart patients, diabetics, vegans, and folks who just like a fast soup treat."
58125,B0006G5QC0,A2ID035GY4X4XX,Mrs. McCarthy,0,0,5,1340064000,Great value!,"I was looking for a better quality food for my dog and I did a little research and tried this one. She actually eats the food when I put it in her dish rather than staring at it all day until the cat tries to eat it, then she would only eat it so the cat wouldn't. This food she really seems to like and it hasn't affected her digestion any that I have noticed. I would buy it again. Great price too!"
421011,B000CIXMKA,A1S0OE3U5R7TFX,Baruse,2,5,1,1292112000,Strange coconut aroma,"I recently tried the five pack Wabash ""Real theater popcorn.""  When cooking, there is a very off smelling aroma emanating from my popper.<br />So?  I tried Paragon popcorn oil in place of the Wabash product and had no more ""smelly"" issues.  Neither product offers much in the way of actual product content.  Hydrogenated or non-hydrogenated coco oil?  The latter better than the former....both not so good, anyway.<br />If you pop corn once in a while with Paragon + flavacol, you will not go wrong.  I wouldn't consume this combo very often, like maybe once or twice a month?.......by the same token, just like eating fat laden prime rib, potato chips, hotdogs, all the good stuff, is bad for your cholesterol lol.<br />Sadly all the snacks and fast foods we enjoy.....sucks.<br />C'est la vie."
282948,B003G2JNQQ,A2OB5UT6HMLMX3,Debbie Neece,0,0,5,1291852800,Sour Cream Chocolate Cake Cookies,A family tradition is Sour Cream Chocolate Cake Cookies. My brother's birthday is the first of December and the bake-a-thon begins to fill his birthday wishes and ends with goodie bags full as Christmas gifts. This year Choco-Bake was not available in any of our local grocery stores and I was panicked. Making the famed cookies with substitutions has failed in the past....this product is essential to our successful family Christmas!  I was THRILLED to find Amazon had Choco-Bake so I ordered 12 boxes. Thank you Amazon!
297030,B00395DVQS,A3PJZ8TU8FDQ1K,Jared Castle,1,1,5,1291852800,Rich aroma evokes a confectionery; light roast is delicious,"Be prepared for visitors. The decadent aroma of Chocolate Raspberry Truffle imbues your kitchen (or office) as you brew this light roast from Van Houtte. We brewed a couple cups at the office (in a cubicle) and the rich aroma carried through the office air vents, attracting droopy-eyed co-workers in search of chocolate.<br /><br />Delicate for a flavored coffee, this blend made a delicious afternoon treat. And, amazingly, the artificial flavoring doesn't leave a strong chemical aftertaste. The smell of rich chocolate and raspberries lingers after the last sip, giving the impression that a team of chocolatiers just departed. Honestly, <a href=""http://www.amazon.com/gp/product/B0039556K2"">Van Houtte Chocolate Raspberry Truffle</a> is heady stuff.<br /><br />We tested and enjoyed Van Houtte Chocolate Raspberry Truffle both on Keurig's small cup (5.25 oz) and small mug (7.25 oz) settings. According to the Van Houtte website, ""The 8-oz size makes the ideal cup of coffee, but you can vary the cup size if you want to change the coffee's strength (for example, choose a larger cup size to get a less intense cup of coffee).""<br /><br />If you are concerned about freshness, our box of 24K cups came with an expiration date of July 10, 2011, or more than six months from our purchase date.<br /><br />Rating: Five stars."
322591,B000FL08AQ,A2ZXZWBVIR7HAD,"Randi L. Macdonald ""CaliPoutine~""",11,13,5,1169164800,Great for diabetics,"I bought this because I'm a type 2 diabetic on Byetta.  I use it on my oatmeal and on fresh grapefruit.  I havent used it on anything else yet, but I plan to try it when I bake some granola.  Its very sweet with no aftertaste.  It also doesnt affect my blood sugar.  Great stuff."
120833,B005K4Q37A,A1W85A81467TCW,britzyhar,1,1,5,1334275200,Hazelnut Exquiste,I have purchased and used 3 boxes of the Hazelnut cappuccino and look forward to a cup or two each day!  Wonderful flavor and reasonable in price.
138297,B000HDOPYM,A35XXRYS8FUHRR,Hao Dong,1,1,5,1269129600,love it,We bought some in grocery store by accident and all of us love it but price in store is bit high so we googled on line and found the direct sell.
68939,B0018KR8V0,A2ENOFIYUPGP4U,Nata,1,1,5,1316044800,Yummy!!!!,I always like to keep a box of energy bar in the office. I tried many different brands and larabar is one of the brands I like best. Once I feel like snacking or munching on something I go a grab a energy bar. The taste of this energy is great. The best thing about it is that it's much healthier then lot of the other energy bars.
436270,B006NGE1G4,AIRPAA7NYCR7J,"G. A Wheeler ""gramix""",0,0,2,1302220800,Weird taste nothing like caramel,"I read some glowing reviews on blogs of these bars and decided to try this one as it was considered the ""best tasting"" by many.<br /><br />The outer chocolatre itself is good, but the ""caramel truffle"" had a quite unpleasant taste that I did not like at all. After two bites it ended in the garbage. Oh well...<br /><br />For now I'll stick to Lindt 85% Cacao bars which are cheap and meet my needs of a very low sugar chocolate treat."
304694,B001BM01BE,AGQAXW1RV6HC4,JJ,0,0,5,1338940800,Fabulous!,"Excellent taste, quality is great. Love that they are all natural organic and at the price, a bargain! I will definitely order these again."
322470,B000HE6FU8,A296HY7HK1IYEU,"Nancy Armstrong ""nancy""",1,1,2,1337040000,just ok. too few,"The rocks are not pebbles as stated, they are rocks.  I also got nowhere near the picture.  I know the disclaimer says it can be different, but this was way off.  First 3 of my rocks are a bright turquoise color not a brown, gray or earthy color.  I also only got 11 rocks.  Stating only the ounces on this listing is ridiculous when the picture looks like ""pebbles""  I knew I was only getting a couple of ounces but at the pebble size it would have been enough for my project.  Instead I have eleven rocks.  I have small hands and I can fit all of them in one hand.  It's definatly not enough for most projects.  The candy rocks do look realistic though."
145304,B002OSFQ2I,A2A3XV2R7CQMBV,"Amanda Peck ""amanda931""",2,2,5,1279584000,"NOT for everybody, though",I love it.<br /><br />But at least 40 per cent of the people I've tried it on have looked bewildered when they get their first swallow.  Even those who claim to like hot and spicy foods.<br /><br />It sure was nice when I lived near a specialty foods market that sometimes carried it.
476745,B008BY7NSE,A7SVQXIYXW9ZI,Chocabirdie,0,0,5,1340409600,"for the PB lovers out there, this is a wrap!","We stumbled on this in a nutrition website and how couldn't live without it.  All the tastiness of peanutbutter and -0- [as in nada, zilch, none] fat.  Mixed 1/1 with water and stirred up, it acts & serves like regular peanutbutter.  The taste is super, texture just right, and for those midnight moments when a little smackerel of something comes to mind, PB2 is free of sin entirely."
164934,B004LDEYFE,A2FA7NMOIY0HM8,almondflower327,1,1,5,1328227200,a desert on its own,"I got these as a Christmas present, all I can say is that they are beautiful, delicious! One piece counts as a dessert for me, its so magical, so wow different! Each bite is a piece of magnificent decadent edible art!"
149020,B004Q3LBTG,A3DS75S4SHJ06F,Hiten N. Dalal,4,5,1,1325116800,Stopped working after just 3 months.,"Update - Feb 27, 2012<br />The product worked fine for about 6 weeks.  In the last two weeks we have had issues where the device wouldn't steam intermittently.  Everything was done exactly the same way.  No user error.  Then finally last week it seems the bearings (I think they have bearing) in the center colum broke.  The underside of the Baby brezza is dark - presumably from the grease in the bearings.  The device would steam, but the blade would not spin.<br />Then today, it stopped steaming as well.  About to send the product back.  Had nothing but problems with this since we got it.  $100 just wasted.  Wouldn't recommend it.  Extrememly frustrating when at the last minute you have to figure out some other way to feed your kid.  Products like this need to work, and work well.  They are after all for children and will be used everyday!  Not sure what kind of quality control this company has.<br /><br />(update after a couple of weeks of use)<br />The product does work well.  Yes there are some lumps but if you manually hit the blend button for a bit longer you can get a very smooth puree for your child.<br />The one other issue I have found is that the blade is a bit difficult to take off.  I have to pull it quite hard 40% of the time - hard enought that I though I was going to break the plastic.  My wife felt the same way.  So my rating of 3 stars don't change, however it is stable and good product and we do use it daily.<br /><br />Overall the product works.  However I did have one major problem.  The first time I tried to use the product, it would steam, and the motor would turn on but the blade wouldn't spin.  I called up Baby Brezza and it turns out they had a manufacturing issue where the belt had slipped off the cog for the blade.  They knew about the issue and immediately told me to remove the 5 screws from the bottom, remove the cover and slip the belt onto the cog.  All in all, it was easy to do and took all but 5 minutes.  However, the fact that you get a product that would not work right out the box was a huge dissapointment and my wife was really frustrated.<br />On the plus side, the lady at Baby Brezza did know the issue and was able to get me going right away.  First time I have had success with customer service with any company."
277799,B002OMV09W,A34SV3A4VX0QUT,"Joseph Miller ""Stix""",7,11,3,1268870400,Great Idea but not easy to do.,"Revisited this review and just wanted to say you need this in a hot area.  Mine sprouted and I tried to move them from inside the house to outside and they wilted and died.  The product is fine and works but these peppers are very hard to grow.  I did get another to grow but need very high temps 85F and very little water.  To much kills them aswell as they will rot.  The peppers are hotter than most.  They are very edible but they are very different from most you may be used to.  For one they smell very smokey almost BO like.  Yet they taste fruity at first and a slow rolling mack truck sneaks up and hits ya.<br /><br />  The heat eating by itself is pretty intense.  Not like the morons on youtube but it will make ya sweat and if on an empty stomach it could make ya ill for a bit.  Other than that just a buyer beware that these are very hard to grow,"
452581,B000YSTGGW,A3RV2VDOMMQE5C,Jessica Chen,2,2,2,1312761600,I just saw 'Sugar' listed as one of the ingredients,"It's probably my bad that I didn't see 'sugar' listed as one of the ingredients. I'm happy that this product is BPA free which I don't see many rice cereal explicitly saying that. If people want to feed sugar to their kids they can add separately, I just don't understand why they add sugar to this baby food. I haven't returned it yet but I will. I end up making my own rice cereal which I found how-to on the web. If anyone is interested, you can go to [...]"
314434,B002YLGA0W,AQDDQK54QSNEW,Jane T. Kemper,0,0,4,1338422400,Popcorn,This product was just fine - as advertised. Arrived as promised. We eat a lot of pocorn but this will last for a long time. Pops up good!!
368712,B005K4Q1W2,A3G765MWM5ZKIF,lsutton,0,0,4,1347062400,good buy,this is really good for what it is and fairly cheap too. i liked is so much im buying more!!does not settle like the cocoa
294334,B0015QBRWI,A1AE48IK7WFAE5,Relle,0,0,5,1333324800,AWESOME...OMG,"These candies are off the chain I have been looking for them for like years and they are so awesome, please hurry and make them available."
86865,B004ET5TP4,A3CG93783LP0FO,Yarii,0,0,4,1321833600,Nice change to a plain cup of coffee,"I hate drinking my coffee black.  These white chocolate mocha singles are easy to keep in my desk at work, they don't need refrigerated unless opened.  I use 1/2 of a tub to a cup of coffee, any more and it's too sweet for me. Until I got the combination right (1/2 tub, 1 packet of Splenda), I didn't care for these. After experimenting some, they are pretty good.  I hope these eventually are offered with dark chocolate instead of white. The more chocolately flavor, the better!"
468675,B001BF3FGY,AMM17043LKFGY,G. Wynn,1,1,5,1267488000,Small packages. Great if that is what you want.,Ordered this to use as handouts for a presentation. Was great for that. The packages are small. Most have 5-6 bears in them though a couple had only 3-4. Also my tub of 72 actually only contained 69 packages.
129456,B000LCIO3M,A80OGZKE7AWIB,"J. Powell ""Kansas Mom of 5""",1,1,5,1181174400,Yummmmmyyyyyy!,OMG these raisins are the best chocolate covered raisins EVER. I loved other brands until I tried these. I can never eat another chocolate covered raisin unless it is an Emily's chocolate covered raisin!!!!
482009,B003VIWN1C,AAEEGQXHLUH4F,S. Leigh,1,2,5,1337472000,"Great food, and perfect sized cans.","I mix this soft food with my Boston Terrier's dry food, so I don't use much for each meal. Using the larger cans meant I would end up throwing half a can away.<br /><br />Wellness brand is very high quality food, and has been working very well for our dog who has a very sensitive stomach."
323178,B000OQ2DL4,A11V9E4044WFNK,"Les Borean ""Les Borean""",0,0,5,1301356800,Good product the second time around,"I ordered regular Calm, and received Calm Plus Calcium.  These are different products. They sent the wrong product, but made good on their advertising by paying for return postage and sending the right product.  My daughter swears by this product's health claims."
467458,B001CWU9HE,A3HV8LF9XQV3LA,Amb1980,0,0,4,1325289600,Better than expected,"After recently discovering a gluten intolerance I have been struggling to find things that I can take for lunch that actually satisfy my hunger.  I have tried other gluten free products and have been disappointed with quite a few.  These crackers were a pleasant surprise.  Many in the package were broken when they arrived, but that does not make them inedible.  I think they break so easily due to the fact that they are ""dry"" in texture.  Keep this in mind when buying and make sure to top these crackers with cheese or some other type of spread."
25975,B000WT93TS,A32XEBMGV5Z3QV,P. Johnson,1,1,5,1339718400,Good Stuff!,Very hard to find plain pumpkin seeds in the US.  They are excellent for prostate health.  These are plain raw seeds with nothing added.
268999,B004SRFYMK,A1LJDO5BMZ5BBD,S. Nelsen,1,1,5,1340496000,Potassium Explosion!  Cholesteral Marvel!,"I used to not like Coconut water.  When I was in Thailand in 2005 I had a fresh one sliced open and could barely put it down.  Years later, by forcing myself to love it, I now am addicted.  You can learn to love this stuff.  And with its many muscle revitalizing and cholesterol healing properties, you can too.  Coconut water reportedly has a unique long-form cholesterol that helps regulate bad cholesterol, among other healing properties.  Not a low calorie food, are you kidding?  This is nothing compared to juice, tea, soda, etc..  The only natural drinks that have it beat on calories are black coffee and tea. This product is not from concentrate and tastes delicious.  If I could afford it, I would only need this one drink for life and I'd be happy."
286014,B000G32YEG,A35T8A43KFWD00,"Rye B. ""JOKI""",0,0,3,1319068800,Pleasant flavor- uneven quality,"I've noticed that with a lot of products on the market today- cereals and snack items like these soynuts, the quality of the food is increasingly subpar, i.e. there are almost always a few grains or other items/detritutus in the package that should not be there. A few of these beans, for example, look like they were dried w/ tiny black spots from dirt or perhaps insects? Some might attribute this to the fact that these beans are a product of China and while I do not think that its origins are the primary source of the problem, it might explain in part the low quality of the edamame. These green babies are tasty enough although the punch of the wasabi is low. Texture is reminiscent of freeze dried food but more solid. For me, the sodium level is just about right but I happen to believe that most products are too salty and that high sodium levels may have as much to do with American's expanding waist lines as HFCS. But back to the product at hand- would I order these again? Maybe, but I am more careful about each bean I pop into my mouth now. As a highly allergy sensitive individual, I can't afford to down bad beans no matter how tiny the black dots are."
359466,B007M832YY,A13MKSASQ6YWL7,Brad Willis,0,0,3,1327968000,"I love Popchips, but I don't love this flavor","As I write this review, I'm looking at 3 large boxes of Popchips stacked in my living room.  I bought 2 of the 3 boxes, which each contain 24 bags of the chips.  One of the boxes I ordered is Popchips barbeque flavor, the other is the Popchips Variety Pack and now I have a box of the new Chili Lime Popchips that was provided by the manufacturer for this review.<br /><br />I am a big fan of Popchips and I've bought them many times.  Generally, Popchips are low in calories, low in fat and relatively low in sodium.  They make an excellent snack that's a lot better for you than regular potato chips.<br /><br />Problem is, the chili lime flavor really isn't very good, in my view.  There's sort of an off-putting aftertaste to them that I can't just put my finger on.  You can taste the lime, although it's a bit stronger than I'd like, and it sort of tastes like bad chili, but I'm not a fan of this variety.<br /><br />Sure, I'll eventually finish the box, but I wouldn't order them again.  So while I love Popchips in general and enthusiastically recommend them, I can't recommend these and give them a 2.5 star rating, which I'll round up to 3 stars mostly because I do like and support Popchips.<br /><br />I'd recommend avoiding these.  The flavor isn't quite right, in my view.  My favorite flavor is barbecue followed by plain and the variety pack is a good way to figure out what you like the best.  But I cannot recommend Chili Lime Popchips."
459399,B001EO5TGQ,AIZBSI36ZSV9E,Spruce,0,0,5,1306108800,the best green tea,"We lived in Japan for 3 years and I leaned to love green tea.  Upon our return to the U.S. I started a hunt for green tea in a price range suitable for daily use - e.g. breakfast.  Stash Premium Green Tea, whether loose or in bags, is really excellent. Most other green teas taste like the lawn, this green teas is really delicious."
567822,B005K4Q68Q,A1XUSUK54IFXYL,B. Webb,0,1,3,1331856000,It's Ok. Best I Have Found So Far,"This is the best Hot Cocoa I have found so far, BUT I hope I can find better. It's not real chocolately. Wish it were a bit sweeter but on the whole, I would buy it again if I can't find better."
234761,B000KV7ZGQ,AP2XB11SRN4B5,Flora,0,0,1,1294963200,Not a good toy for chewers,"I bought this item for my dog to play with. She was smart and can get out all the food in it. Initially I like it since it was entertaining for my dog. However, my dog quickly chewed open the rope - only the 3 time I used it.<br /><br />I think there is a problem with the design - it will be great if the rope can be replaced with some better material so it does not get chewed immediately.<br /><br />I asked some dog friends and they pointed out the same problemm. I would not recommend this item for dogs who chew. Well, most dogs chew, so...There are many other interactive toys that you can try."
528170,B003DVTAN6,A32CLVMR910PFX,"Deb G. ""Bunno""",1,1,5,1289952000,PRO - PROBIOTIC SWEETENER,"Nevella is an outstanding product. This is a Probiotic product that actually works to assure a balanced digestive system and regularity. I've been using Nevella for about six months and am amazed. I no longer take an individual probiotic in pill form. My local grocery store only carried it for a short time but as always, I can count on Amazon to deliver."
147626,B001D0IZBM,A1WP09BYAXHKKP,"KAM6901 ""Kam""",0,0,5,1324857600,Emeril's coffee is strong...not for the faint-hearted,"I just received a Kuerig coffee maker for Christmas and had already tried this brand in a friend's machine.  It is a good, strong cup of coffee.  K-cups functioned perfectly."
543867,B006MONQMC,A1WKEAS58297E5,"Jesus First ""Darren & Holly""",0,1,2,1333324800,Tastes alot like kool-aid!,"It may do everything the company claims this product will do, but I just couldn't get past the flavor. With ""a few drops"", it tastes like watered down Kool-Aid. If you go ahead and put in more to give it more flavor, it just tastes like really strong kool-aid - cherry flavor, that is. If you like Kool-Aid, maybe this product is right for you. If you are like me and gave up Kool-Aid many years ago, you probably won't like this either."
259030,B007OXJK1Q,A3RWB13VRYFQ1X,Michael W,0,0,5,1336176000,Delicious!,This coffee is probably the best tasting K cup out there and is at an affordable price. A favorite of the whole family. Does not require sweetener! Highly recommended.
35515,B000E3XBT0,A1BKHZ6NTN5ZYF,"Kathleen Dahl ""Pippilongshot""",0,0,5,1281139200,Family Pleaser,"This is a terrific seasoning for all kinds of meat. I may even try it on fish. I have used it with beef burritos, chicken enchiladas, tacos, etc. Everytime I use it, my family and friends love it and ask for ""my"" recipe."
360547,B009M2LRTA,AB6Y2PL1WSFTS,"Texas Gnat ""natcrab""",1,1,3,1323216000,Love this beverage...but don't have it shipped to you.,"My family loves this soda.  We sometimes buy it from a nearby grocery store.  HOWEVER,  I had it shipped from Amazon and it is no good.  I believe that somewhere in the process of getting to my home the Zevia Orange may be getting too hot.  It was very hot weather the first time it was shipped to me.  It really tastes weird...not like when we buy if off the shelf.  I tried again in cold weather this time and though it's not as bad, it is still no good. It has an odd bite to it that I assume comes from it getting too warm.  It alters the beverage and cooling it in the frig does not reverse it."
184619,B001BCVY4W,AP6ZL52YA27W5,Chambolle,2,2,3,1240617600,Cats love it -- but I am concerned,"This variety pack came to us as an Amazon Vine program sample.  Our two cats have been living on various ""high end"" dry cat foods for some time now (e.g., the ""Before Grain"" foods in chicken, tuna and salmon versions, and some fancy pantsy ""Duck a l'orange"" stuff from our local pet shop).  They have not been partial to canned foods, nor have I often gone the canned food route because it is less than convenient and didn't seem worth the candle since they seem to favor dry food (and mice and birds and whatever else they can glean from our little acre in the woods).  They typically start out loving canned food, but after a few bites, the rest sits in the bowl and dries out before we toss it and go back to the dry food they've grown to love.<br /><br />However, both of our cats are smitten by this stuff.  It looks like real food out of the can, with large chunks of fish and seafood in a thickened broth.  It doesn't have the strong fishy smell of most canned foods and looks like something I could almost be tempted to eat my self in a pinch.  The 3 ounce size makes it perfect for a ""treat"" for the cats between feedings of dry food and they leave nothing behind when we dump a can in their dish (with some added hot water as they really love the broth).<br /><br />But I'm not sure I want my cats eating this stuff for the same reason I don't want my eight year old eating at fast food franchises, much as she might love the food and snarf it up in a flash -- I'm concerned this food may not be a healthy thing for the animal eating it or for the planet. Seeing ""Made in Thailand"" emblazoned on the box made me immediately wonder whether this stuff might include ingredients banned in the US or could otherwise be manufactured without adequate regulation of methods and materials.  The Chinese pet food fiasco certainly came to mind.<br /><br />The discussions of other reviewers about the menadione used in this product confirms my concern.  I'm also left to wonder about the source of the fish and seafood in these cans -- is it farm raised in Thailand and if so under what conditions; is it wild fish that may be subject to overfishing and at the very least ought to be feeding hungry humanity rather than going down my cats' gullets; what about mercury and other contaminants in the food?<br /><br />Bottom line: my cats seem to love the stuff, but I'm not sure that will be sufficient to convince me to buy it again."
223610,B0082P9C7M,A1GIC43SGQV2ZY,Chris,0,0,5,1342656000,Fast and Easy,I love cheesecake. It has always been one of my favorite indulgences. My favorite out of these has got to be Snickerdoodle. They are fast and easy and delicious.
136626,B004SBEHFQ,A2OIQ8B6QRF1DX,Granitejohn,0,0,5,1321574400,Brings back old memories,I remember these from when I was a kid. I have looked for them before. Hope you keep making them
448837,B00437AB1O,A10MBPTTQA249A,Sparkle,2,5,2,1332460800,Design Smudgy & Dirty Inside the General Mills Box,"I bought these for a cute celebration of St. Patrick's Day for my Team Members.  I was trying to decide between the little boxes and these and chose the cup over the box because of the convenience of just adding milk to the cup.  Though the idea was still cute, each cup had very smudged artwork and the cups all had black ash on the outside of them while sealed in the General Mills box.  It was so bad, I almost thought they might be counterfeit.  The cereal seemed to taste the way it should, but since I bought these for their branding and aesthetics too, I was disappointed. Next time I'll get the small boxes instead."
196942,B008JKTTUA,A2E4ROH3UVXCEJ,Jake,1,1,2,1340582400,Good but maybe my package was old.,I thought that these bars were very tasty if a bit on the expensive side.  My main complaint is that the bars disintegrate as you open up the packaging. Since the bars are also very sticky remain stuck to the rapper as they break apart so you are stuck having to pick off pieces of the bar from the inside of the wrapper (which is difficult because the wrapper is plastic not foil). I don't know if I got an old box of these or if they're all like this. Regardless I probably won't risk getting another box like the first.
292687,B000WFKGR0,A2Y70HG4JBEP1Q,Sailaway,0,0,5,1336867200,My dog loves this!,"As a newly adopter of a one year old, I tried certain foods with not much success.  My dog loves this food, and I do too, as she eats well and healthy."
204930,B000UYIPYY,AMDN7KZJVHKDG,B. S. Wright,0,0,5,1222905600,Hot Stuff!,"I tried these as I had already ordered the regular Snyder's pretzels.  They are very good and very hot.!  If you don't like ""hot stuff"" they are probably not for you."
563829,B007JFMH8M,A3BD20DGXAO0XN,Shawn,0,0,5,1341792000,Yummy!,"These cookies are delicious! So soft and flavorful. My fave! My first time trying these cookies was a couple of weeks ago, and I will defiantly recommend."
141279,B000Z3IQ0S,A2YV4ZCO3PAQK5,Jessipants,3,4,4,1229299200,"Great but has some ""bits""","Love this healthy treat for my cat! I actually grind it up into a powder, and mix with water on demand when giving medicine to my cat. I used to give him smelly wet food, but I just couldn't handle gagging 2 times a day...<br /><br />Since I ground it into a fine powder, I did notice some pea-sized bits of hard something, most likely bone. This might not be an issue for a big dog, but for my small, old cat, I have to be sure to pick these pieces out. Just be observant when feeding your pet.<br /><br />I used to buy this product locally, but I found they were selling it for over twice the price per ounce, so this is a GREAT value!"
250866,B000I4T41O,A3UUC7TKRERZBS,M. Lerbs,1,1,5,1204761600,Tastes Great!,"I absolutely love this product and most of the flavors.  It is not sold in stores by me any longer, so was delighted to find it here.  Much better than the same type of drink sold by the other big name company's."
76025,B001EO6GSG,A1JUKPQQDBEOGX,VinoGal,4,4,5,1217289600,She loves them!,"My dog is picky. We have never been able to train with treats, because she just wasn't that into them. We picked up Zuke's and can't get over how crazy she is for them.<br />They have great natural ingredients, including Vitamins, Omegas and Flax. No artificial colors, flavors or by products. They do have chicken but are made in the USA. I was surprised how many dog chicken treats are made in China."
60689,B003QNJYXM,A3FVS7RDGMK621,KAO,0,2,3,1285632000,its ok,"i bought one of these bottles because i wanted to try it out first before i got alot of them. i tryed half a bottle since i didnt want to be all hiped up. the taste was horrible..it was like drinking gross medicine. i didnt feel it right away, but i did notice after my walk to my daughters doctor (about 30mins) when i was in the waiting room and i sat down i was pretty tired and could of fell asleep. it was no more than 2 hours of me takingit. im sure if i took the whole bottle i would of gotten more energy. i may buy a few more of these bottles in different flavors. it did help me with early morning appointments that i know i wouldnt of wanted to do( no one likes sitting in  and running back in forth to 3 different offices all day)<br />besides the taste i think its alright"
274484,B002OFU94G,A2J1XLC1AMQMQZ,S. veres,1,13,1,1266192000,Make your own jerky save money.,Make your own jerky and save money.  This product has MSG in it.  It's bad for you and unhealthy.  Just look on youtube how to make it yourself.  You don't need preservatives in your homemade jerky if you eat it within the week.
345312,B00023T3IA,A1SCD2NYTIAQTY,Bu-Chan,11,12,5,1160092800,Surprisingly Versatile,"Mayonnaise is something I usually associate with salads, (read boring rubbish here, in my opinion). However, I have been surprised just how much it is used in Japanese food.<br /><br />Although you can use it with normal salads, I have also enjoyed it very much with takoyaki, (octopus dumplings in a ball shape). It also mixes well with other sauces, such as with Japanese barbeque and so on. Even dipping things like chips, (health food, really!), for a snack works.<br /><br />It is a bit different to other types, but it is very nice with a pleasant and creamy taste to it. Recommended!"
334532,B0009F5RXQ,AWM2YMIS46UMH,"D. Lindenmeyer ""creekwalker""",0,0,5,1337126400,Wonderful food!,"My 2 dogs go crazy over this food!  I made the decision to switch them to it after reviewing all the dry dog foods out there.  My 6 year old Boxer has had a sensitive stomach all her life and many days had to be coaxed to eat.  Not any more!  She is always eager to eat and hasn't had an upset stomach since they started on this about 4 months ago.  You don't feed as much as other foods and they started gaining weight on this at first, so I have to watch that.  But they look so healthy now!  I also get the canned Merrick food, which they get a spoonful of, along with the dry.  They love all the canned foods too.  I also wish Amazon would carry this food.  But I have found one place where the price isn't too bad.  A 30 pound bag will last my 2 dogs about a month and a half."
351952,B004W55ZKO,A31KY83IQ3MEKY,MK,0,0,5,1343952000,Love them,"Yummy!  These cookies are delicious, even more favorable they are organic and organic being sold at a decent price!  Enjoy!"
78289,B005X5GBEG,AXATNC1DCF8Z5,HunterS,3,6,5,1330905600,Delicious,"Before drinking SAMU, I would have never thought of buying coconut water. SAMU is so refreshing that it has made me a believer!"
437439,B001EO5RLI,A1O9P5R97BMHUE,B. Law,0,0,5,1347494400,Awesome nonGMO cereal!,This cereal is sooo good and I love that Natures Path makes ALL their products with non-GMO's unlike other so-called organic brands.  Thank you!
545843,B0014GDRSQ,A1L7YD6M3S194D,G. L. Hage,0,2,4,1259971200,"Dogs love it, I don't","I got 2 medium size puppies from a rescue place and needed something for them to keep busy.  Loved these things at first because the dogs loved them and they lasted quite a while.  But after the pups started getting bigger, they didn't last as long and even though these are cheaper than alot of bully sticks out there, it was costing me a fortune.  Also I came to realize that these things tend to give the dogs the runs so I quit buying."
69688,B003CK7O36,A2EUTQQ0SOK5XQ,"David Munson ""dmunson14""",2,2,5,1298332800,Finally. Bergamont.,"March update: Wife brings me the empty box of tea. ""I only have one more box left. Get more.""<br /><br /> - - - -<br /><br />At Christmas, my wife asked for Earl Gray Tea like she had ... 20 years ago. Stronger Bergamot flavor.<br /><br />Being such a nice guy, I bought her premium earl gray teas. None I tried were strong enough. I tried Twinings, Stash, Bigelow, Tazo, ... nothing had enough flavor. Than, I saw this. This, Stash Double Bergamot. She likes it.<br /><br />I'm not sure what changed over the years but the flavor of most of the earl gray tea is weak."
396119,B001C5KY58,A3NILEHQHZTLA7,Julie A. Ream,5,5,5,1265500800,For the Love of Israeli couscous!,"This is the most versatile product that I've ever used. You can eat it by itself, mix it with vegetables, meat, herbs and/or, put it in soups or sauces. Israeli couscous tastes delicious, is not expensive, a little of it goes a long way and, it's easy to prepare. Israeli couscous is much different than the fine & grainy couscous that most people think of, and are used to, in reference to couscous. The pieces are much larger & heartier so they hold up under various cooking preparations. Israeli couscous has a mild flavor which makes it capable of adopting any flavor profile that you may desire---just like pasta (because it IS pasta) or rice. It is an awesome addition to any meal. Try Israeli Couscous---you'll be glad you did!"
